Text;Tweet;Class
"Knp sih ngotot bgtt akhir2 ini utak-atik penerimaan negara atas pajak.
Coba deh focus evaluasi penggunaan penerimaaâ€¦ https://t.co/bRyM9ge4ml";kenapa sih ngotot bagent utak-atik terima negara pajak coba deh focus evaluasi guna penerimaan;negative
"RT @iskandarjet: Pantes aja pajakÂ² dinaikin.
Pantes aja apaÂ² kena pajak.";pantes aja pajak dinaikin pantes aja kena pajak;negative
"RT @PanciBozz: Rakyat yg bayar pajak
Rakyat yg melarat
Mereka yg jadi pejabat
Rakyat makin keblangsak
#PajakPerasRakyat
#PajakPerasRakyatâ€¦";rakyat yang bayar pajak rakyat yang melarat yang jabat rakyat keblangsak pajakperasrakyat pajakperasrakyat;negative
Menengah ke bawah bayar pajak, elit politik bikin perusahaan cangkang di negara tax haven #eh https://t.co/lXL52IMJHt;tengah bayar pajak elit politik bikin usaha cangkang negara tax haven;negative
"RT @alamanda_maroon: @SalamDaivaJ Hanya rakyat kecil yg tdk dibebaskan dari pajak.

Serasa zaman kolonialðŸ˜°

#PajakPerasRakyat 
#PajakPerasRâ€¦";rakyat yang tidak bebas pajak serasa zaman kolonial pajakperasrakyat pajakperasrakyat;negative
RT @H4mdB: Pengamat ekonomi sekaligus Direktur Celios Bhima Yudhistira menilai pengampunan pajak  jilid II tahun depan belum tentu efektif.â€¦;amat ekonomi direktur celios bhima yudhistira nilai ampun pajak jilidii belum efektif;negative
"Rakyat yg bayar pajak
Rakyat yg melarat
Mereka yg jadi pejabat
Rakyat makin keblangsak
#PajakPerasRakyatâ€¦ https://t.co/cBX2YSYJEs";rakyat yang bayar pajak rakyat yang melarat yan\g jabat rakyat keblangsak pajakperasrakyat;negative
"jangan bilang ambil hutang lagi dan pajak d naikkan kebijakan yg menunjang masyarakat yg sudah ada di cabut perlahan

#JokowiBohongLagi";bilang ambil hutang pajak naik bijak yang tunjang masyarakat yang cabut perlahan jokowi bohong lagi;negative
"Pajak Sembako Mencekik Rakyat 

#PajakPerasRakyat 
#PajakPerasRakyat 
https://t.co/1D6ivw4GxR";pajak sembako cekik rakyat pajakperasrakyat pajakperasrakyat;negative
"@faryza23 Diperas aja klu sampe bayi kena pajakðŸ˜
#PajakPerasRakyat
#PajakPerasRakyat";peras aja kalau sampe bayi kena pajak pajakperasrakyat pajakperasrakyat;negative
"@anton_nabang Iya saat ini kan nelayan juga kena pajak  dan PPN naik

Sehingga ada 2 kali kena pajak

#PajakPerasRakyat 
#PajakPerasRakyat";iya nelayan kena pajak ppn kali kena pajak pajakperasrakyat pajakperasrakyat;negative
@MNCkoranSINDO Pajak meningkat drastis, kemiskinan makin naik ratingnya. Buat apa hasil pajak naik ???....buat para mafia politik.;pajak tingkat drastis miskin ratingnya hasil pajak mafia politik;negative
"RT @Tehtarik_mantap: Tax amnesty kalian berikan kepada para pengusaha,
 para pengemplang pajak kalian diamkan saja,
 terus kenapa rakyat kaâ€¦";taxamnesty usaha kemplang pajak diam rakyat;negative
"Ketika pengusaha besar dapat tax amnesti.. 
rakyat kecil di kejar"" pajak dengan  progresif nya ðŸ˜‡
#PajakPerasRakyat 
#PajakPerasRakyat";usaha tax amnesti rakyat kejar pajak progresif nya pajakperasrakyat pajakperasrakyat;negative
"RT @rahayupuspa7: Integrasi NIK dan NPWP hanya untuk memudahkan Wajib Pajak Orang Pribadi mendapatkan NPWP.

Kewajiban membayar pajak hanyaâ€¦";integrasi nik npwp mudah wajib pajak orang pribadi npwp wajib bayar pajak;positive
"UU HPP `Manjakan` Pengemplang Pajak: Denda Dikurangi-Pidana Dihapus
https://t.co/e4VbnaKFzb

#PajakPerasRakyat
#PajakPerasRakyat";uuhpp manja kemplang pajak denda dikurangi-pidana hapus pajakperasrakyat pajakperasrakyat;negative
"Ciri2 negara mau bangkrut manakala mencari sumber keuangan negara dgn menaikkan pajak kpd rakyatnya...
 #PajakPerasRakyat";ciri negara bangkrut cari sumber uang negara dengan naik pajak kepada rakyat pajakperasrakyat;negative
"Bu kalo kerjaan bisanya cuma ngutang dan naikin pajak kyknya ibu ga perlu repot2 jadi menteri.
Pembantu tetangga ajâ€¦ https://t.co/MwSxwdZmy7";"Bu kalo kerjaan bisanya cuma ngutang dan naikin pajak kyknya ibu ga perlu repot2 jadi menteri.
Pembantu tetangga aja jago. Cuma tamat SD!
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Ktnya ekonomi meroket koq naikkin pajak kpd rakyat?
 #PajakPerasRakyat";katanya ekonomi roket koq naikkin pajak kepada rakyat pajakperasrakyat;negative
"Daftar Kebijakan Plinplan Jokowi, Kereta Cepat-Amnesti Pajak https://t.co/BlBQ3Td4Lb

#PajakPerasRakyat
#PajakPerasRakyat";daftar bijak plinplan jokowi kereta cepat-amnesti pajak pajakperasrakyat pajakperasrakyat;negative
"RT @_Trenggiling188: Pajak Pendidikan yang akan Semakin Mencekik Rakyat 

Pastilah, 
#PajakPerasRakyat
#PajakPerasRakyat https://t.co/chVy8â€¦";pajak didik cekik rakyat pajakperasrakyat pajakperasrakyat;negative
â€œDi antara tanda sebuah negara akan hancur terlihat dari semakin besar dan beraneka ragamnya pajak yang dipungut daâ€¦ https://t.co/a94dA93CgV;"“Di antara tanda sebuah negara akan hancur terlihat dari semakin besar dan beraneka ragamnya pajak yang dipungut dari rakyatnya” 
~Ibnu Khaldun~,""";negative
"Pagiâ€¦â˜•ï¸

Bisa jadi, secangkir kopi pagimu pun uda kena pajak..ðŸ™„

#PajakPerasRakyat

Kurang hebat apa coba negara ygâ€¦ https://t.co/Dcb2X3usSw";"Pagi…

Bisa jadi, secangkir kopi pagimu pun uda kena pajak..

#PajakPerasRakyat

Kurang hebat apa coba negara yang dipimpin seorang yang jenius..

#PajakPerasRakyat";negative
"Tax amnesty kalian berikan kepada para pengusaha,
 para pengemplang pajak kalian diamkan saja,
 terus kenapa rakyatâ€¦ https://t.co/5n60hTKiQx";"taxamnesty kalian berikan kepada para pengusaha,
 para pengemplang pajak kalian diamkan saja,
 terus kenapa rakyat kalian naikkan pajaknya

#PajakPerasRakyat
#PajakPerasRakyat";negative
"Pinangki yg korup masih di gaji.
Sementara rakyat kecil di palak dgn pajak yg kian meningkat.
Kapan bencana ini kanâ€¦ https://t.co/U5dB2H8xsW";"Pinangki yang korup masih di gaji.
Sementara rakyat kecil di palak dengan pajak yang kian meningkat.
Kapan bencana ini kan berakhir
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Yang ngemplang pajak itu siapa, ya?

#PajakPerasRakyat
#PajakPerasRakyat

Sanksi pidana bagi pengemplang pajak dihaâ€¦ https://t.co/jbwRSpSJyq";ngemplang pajak ya pajakperasrakyat pajakperasrakyat sanksi pidana kemplang pajak diha;negative
"Pajak rakyat dirampok atas nama pembangunan

#PajakPerasRakyat 
#PajakPerasRakyat https://t.co/l2MmhPhVQs";pajak rakyat rampok nama bangun pajakperasrakyat pajakperasrakyat;negative
@murtado_zaki Kalau rakyat jelata yg bayar pajak malah g bisa foto kaya gitu...;rakyat jelata yang bayar pajak tidak bisa foto kaya gitu;negative
"RT @Mr_Bot98: Kerja paling mudah 
Hasil jelas ya naikin pajak
#PajakPerasRakyat
#PajakPerasRakyat

https://t.co/KapL6ezYvb";kerja mudah hasil ya naikin pajak pajakperasrakyat pajakperasrakyat;negative
"RT @x_herry: Udah gaji sedikit dpotong pajak
Orang kaya ama pengusaha nooh pajaknya kwjar kejar

#PajakPerasRakyat
#PajakPerasRakyat";udah gaji dpotong pajak orang kaya ama usaha nooh pajak kejar kejar pajakperasrakyat pajakperasrakyat;negative
"RT @Tehtarik_mantap: Rakyat yang kena imbas pajak dinaikin, apa gara-gara ini ya?????

#PajakPerasRakyat
#PajakPerasRakyat";rakyat kena imbas pajak dinaikin gara-gara ya pajakperasrakyat pajakperasrakyat;negative
"RT @H4mdB: Aturan Baru Gaji Rp 5-15 Juta/Bulan Kena Pajak
#PajakPerasRakyat
#PajakPerasRakyat
https://t.co/8zZ35tKNZh";atur gaji rp juta kena pajak pajakperasrakyat pajakperasrakyat;negative
"Wa'alaikumussalam...
Astaghfirullohalafziim 
Yaa Ampuunn Negeri ini rakyat semakin susah semua kena PAâ€¦ https://t.co/THWh6YS6B6";"Wa'alaikumussalam...
Astaghfirullohalafziim 
Yaa Ampuunn Negeri ini rakyat semakin susah semua kena PAJAK... 

#PajakPerasRakyat
#PajakPerasRakyat";negative
"RT @Mushalla_AR: @YulieReborn Jadi.... Fix ya
Bgt punya KTP disitulah ada pajak yg harus dibayar

Akhirnya mengemis ke rakyat buat bayar huâ€¦";fix ya banget ktp situ pajak yang bayar ngemis rakyat bayar huat bayar pajak;negative
"RT @Julidzone: Kebijakan jenius

#PajakPerasRakyat 
#PajakPerasRakyat

Sumber:

https://t.co/81nzf5kPAK";bijak jenius pajakperasrakyat pajakperasrakyat sumber;negative
"Saat rakyat biasa ditengah jepitan Ekonomi dan pandemi harus bayar pajak....
Kalian kasih para konglo hitam amnestiâ€¦ https://t.co/NdPdbxuVze";"Saat rakyat biasa ditengah jepitan Ekonomi dan pandemi harus bayar pajak....
Kalian kasih para konglo hitam amnesti pajak...

#PajakPerasRakyat";negative
"@SalamDaivaJ Hanya rakyat kecil yg tdk dibebaskan dari pajak.

Serasa zaman kolonialðŸ˜°

#PajakPerasRakyat 
#PajakPerasRakyat";rakyat yang tidak bebas pajak serasa zaman kolonial pajakperasrakyat pajakperasrakyat;negative
Sebelum pajak Naik.  Redzim itu sudah tumbang.. https://t.co/xi3cEZ0N3g;pajak redzim tumbang;negative
"RT @81Ln4: Giliran rakyat dikejar2 harus bayar pajak....

#PajakPerasRakyat
#PajakPerasRakyat

Pengemplang Pajak di Indonesia Dapat Keringaâ€¦";gilir rakyat kejar bayar pajak pajakperasrakyat pajakperasrakyat kemplang pajak indonesia keringa;negative
"RT @H4mdB: Bhima menilai tax amnesty jilid II bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pajak.
#PajakPerasRakyâ€¦";bhima nilai taxamnesty jilidii blunder dampak turun patuh pajak pajakperasrakyat;negative
"RT @Julidzone: Orang Kaya Dapat Kemudahan, 
Rakyat Kecil Dapat Kenaikan... 

Ratusan Kapal Nelayan Tidak Melaut, Karena Tidak Sanggup Dengaâ€¦";orang kaya mudah rakyat naik ratus kapal nelayan laut sanggup;negative
"RT @em_haes: 7 juta massa aksi 212 itu hrs nya bisa jadi pionir perbahan di negeri ini..

Coba kalau lakukan aksi PETISI TOLAK #PajakPerasRâ€¦";juta massa aksi hrs nya pionir bah negeri coba laku aksi petisi tolak pajakperasrakyat;negative
"RT @ArPadly: Sanksi Pidana Bagi Pengemplang Pajak Dihapus
https://t.co/YGJzlAD8v7

#PajakPerasRakyat
#PajakPerasRakyat";sanksi pidana kemplang pajak hapus pajakperasrakyat pajakperasrakyat;negative
"RT @LuthfiRashya: @Fathee_Q Rakyat di peras pajak
#PajakPerasRakyat
#PajakPerasRakyat";rakyat peras pajak pajakperasrakyat pajakperasrakyat;negative
"Efek PPN naik, nelayan kena pajak , sehingga para nelayan terkendala di keuangan untuk pajak 

Efeknyaâ€¦ https://t.co/NrifDZ0rRW";"Efek PPN naik, nelayan kena pajak , sehingga para nelayan terkendala di keuangan untuk pajak 

Efeknya ikan mahal, khususnya ikan laut

#PajakPerasRakyat 
#PajakPerasRakyat";negative
Penetapan Pajak Pertambahan Nilai (PPN) yang naik menjadi 11% pada 1 April 2022 diyakini akan menimbulkan risiko teâ€¦ https://t.co/1mXSJExV9N;"Penetapan Pajak Pertambahan Nilai (PPN) yang naik menjadi 11% pada 1 April 2022 diyakini akan menimbulkan risiko terhadap pemulihan ekonomi. 

#PajakPerasRakyat
#PajakPerasRakyat";negative
"Minta pajak sama Luhut Airlangga dan cina cina pengemplang... 

Rakyat sedang susah. Apanya yg mau kau pajaki Joo Kâ€¦ https://t.co/NNbblW8OGQ";"Minta pajak sama Luhut Airlangga dan cina cina pengemplang... 

Rakyat sedang susah. Apanya yang mau kau pajaki Joo Kee..??";negative
"@_Trenggiling188 @depok_pos Batas kmampuan berpikir'nya mentok...hnya sampai di pajak.

#PajakPerasRakyat 
#PajakPerasRakyat";batas kmampuan pikir nya mentok hnya pajak pajakperasrakyat pajakperasrakyat;negative
"Orang Kaya Dapat Kemudahan, 
Rakyat Kecil Dapat Kenaikan... 

Ratusan Kapal Nelayan Tidak Melaut, Karena Tidak Sangâ€¦ https://t.co/8Q8DE8KWmM";orang kaya mudah rakyat naik ratus kapal nelayan laut;negative
"RT @AlhamidRejal: ""Tanda-tanda sebuah pemerintahan (negara) akan hancur, maka semakin bertambah besarnya pajak yang dipungut""

Ibnu Khaldunâ€¦";tanda pemerintah negara hancur tambah besar pajak pungut ibnu khaldun;negative
"@SangFajar51 Kuli tukang batu jg lama lama juga  bisa  kena pajak inii...
??
#PajakPerasRakyat 
#PajakPerasRakyat";kuli tukang batu juga kena pajak ini pajakperasrakyat pajakperasrakyat;negative
"@egyo_hanna Rakyat kelaparan...krena pajak..

#PajakPerasRakyat 
#PajakPerasRakyat";rakyat lapar krena pajak pajakperasrakyat pajakperasrakyat;negative
RT @Jazz_HRV: Royalti Batu Bara Dihapus tapi Pajak Nelayan Naik 400 Persen, Rizal Ramli: Oligarki Diuntungkan, Rakyat Diperas dan Dibikin Sâ€¦;royalti batu bara hapus pajak nelayan persen rizalramli oligarki untung rakyat peras bikin;negative
"Penghasilan wakanda land dari pajak rakyatnya

#PajakPerasRakyat
#PajakPerasRakyat";hasil wakanda land pajak rakyat pajakperasrakyat pajakperasrakyat;negative
"@ShiddiqueA Gila'nya negeri ku...

Smua dlihat mnjadi sumber pajak...

#PajakPerasRakyat 
#PajakPerasRakyat";gila nya negeri ku smua dlihat mnjadi sumber pajak pajakperasrakyat pajakperasrakyat;negative
"@IlengMaze98 Orde gila pajak...

#PajakPerasRakyat 
#PajakPerasRakyat 
- https://t.co/ffwaCvYLND";orde gila pajak pajakperasrakyat pajakperasrakyat;negative
@Naaoolll Orang kecil belum bayar pajak motor bututnya, disusul kerumahnya.....  #PajakPerasRakyat;orang bayar pajak motor butut susul rumah pajakperasrakyat;negative
Spt RUU Omnibus Law Cipta Kerja, RUU HPP jg berjalan mulus. Jika UU HPP diberlakukan, maka para pengemplang pajak kâ€¦ https://t.co/Y5likjRPIm;"Seperti RUU Omnibus Law Cipta Kerja, ruuhpp juga berjalan mulus. Jika uuhpp diberlakukan, maka para pengemplang pajak kelas kakap jadi lega karena dalam ruuhpp juga mengatur tentangg penghapusan sanksi pidana bagi Wajib Pajak yang ikut dalam program PPS.
#PajakMemerasRakyat";negative
"@kabayannyentrik @DzauZie Pajak itu budaya yahudi ribawi

#PajakPerasRakyat
#PajakPerasRakyat";pajak budaya yahudi ribawi pajakperasrakyat pajakperasrakyat;negative
"Rakyat yg lagi susah terus dibebani pajak
#PajakPerasRakyat
#PajakPerasRakyat";rakyat yang susah beban pajak pajakperasrakyat pajakperasrakyat;negative
Ketika negara berhutang dan rakyatpun diharuskan membantu membayar melalui pajak tapi para korupsi yg dengan sengajâ€¦ https://t.co/vcmuUja70O;"Ketika negara berhutang dan rakyatpun diharuskan membantu membayar melalui pajak tapi para korupsi yang dengan sengaja menggarong uang negara dan hanya divonis hukuman ringan bahkan ada yang mendapatkan diskon.
Sebenarnya, siapa sih yang disejahterakan negara?
 #PajakPerasRakyat";negative
"@wakeni3ni Belanja di warung aja mak supaya gak kena pajak

#PajakPerasRakyat
#PajakPerasRakyat";belanja warung aja mak gak kena pajak pajakperasrakyat pajakperasrakyat;negative
"Klo pajak naik.. sapa yg akan paling merasa terbebani??

Belum naik aja udh kembang - kempis

#PajakPerasRakyatâ€¦ https://t.co/uCblOfoGyJ";kalau pajak sapa yang beban aja udah kembang kempis pajakperasrakyat;negative
"@PujanggaTiter Gara2 Pajak

#PajakPerasRakyat
#PajakPerasRakyat
ðŸ˜‚ðŸƒðŸƒðŸƒðŸƒðŸƒ https://t.co/0sRQDDc0P8";gara pajak pajakperasrakyat pajakperasrakyat;negative
Horang kaya raya dan oligarki dapat tax amnesty, rakyat kecil kek nelayan pajak dinaikin  400% SITU WARAS BONG?â€¦ https://t.co/nSGjORdYEo;"Horang kaya raya dan oligarki dapat taxamnesty, rakyat kecil kek nelayan pajak dinaikin  400% SITU WARAS BONG?

#PajakPerasRakyat
#PajakPerasRakyat";negative
"cokinÂ² yg sedang BERKUASA di rezim ini
ingin MENGHANCURKAN &amp; KUASAI negara ini :

caranya = banyakin HUTANG &amp; gedeiâ€¦ https://t.co/b06m9sHAL2";cokin yang kuasa rezim hancur kuasa negara banyakin hutang gede;negative
"@t4nj1dor Rakyat mati tercekik pajak...

#PajakPerasRakyat 
#PajakPerasRakyat 
- https://t.co/EBt2ysF7K6";rakyat mati cekik pajak pajakperasrakyat pajakperasrakyat;negative
Akibat keserakahan pada jabatan yang jadi korban masyarakat yang tiap hari bayar pajak. https://t.co/MkZi4JbVYP;akibat serakah jabat korban masyarakat bayar pajak;negative
"@_Trenggiling188 @depok_pos Memulai hidup dgn bayar pajak...

#PajakPerasRakyat 
#PajakPerasRakyat 
- https://t.co/FITNxAC2ZV";hidup dengan bayar pajak pajakperasrakyat pajakperasrakyat;negative
"Sepertinya Negeri ini sdh Bangkrut... 
Semua yg berkenaan dgn rakyat kecil dikenai Pajak... ngeRIBAngetâ€¦ https://t.co/1mpwcxT1ZN";"Sepertinya Negeri ini sudah Bangkrut... 
Semua yang berkenaan dengan rakyat kecil dikenai Pajak... ngeRIBAnget  !! 

#PajakPerasRakyat
#PajakPerasRakyat";negative
"Selamat Pagi Negeri 62

Apa Kabar Orang2 Kaya Yg Pajak Nya Dibebaskan...??

Sementara Untuk Rakyat Kecil DiPeras Deâ€¦ https://t.co/e0RxVCjO2b";selamat pagi negeri kabar orang kaya yang pajak nya bebas rakyat peras;negative
"Buwat modalin para pengemplang pajak,
ApahÂ² di PPH_in
ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸

#PajakPerasRakyat
#PajakPerasRakyat https://t.co/5RnWhvv4Yu";buwat modalin kemplang pajak apah pph pajakperasrakyat pajakperasrakyat;negative
"RT @B112D1: @Naaoolll Nanti tagar kena pajak juga... 

#PajakPerasRakyat
#PajakPerasRakyat";tagar kena pajak pajakperasrakyat pajakperasrakyat;negative
" patut diduga lakukan kejahatan konstitusi..

Tuduhannya : Bebani rakyat dengan pajak tinggi, tapi rakyat miâ€¦ https://t.co/7ve9hicuRR";"patut diduga lakukan kejahatan konstitusi..

Tuduhannya : Bebani rakyat dengan pajak tinggi, tapi rakyat miskin tidak dijamin kehidupannya..

Konstitusi yang dilanggar :
pasal 34 UUD 1945

#PajakPerasRakyat 
#PajakPerasRakyat";negative
"RT @dean_smd: @emprosay Ayo bayar pajak buat pembangunan..

#PajakPerasRakyat
#PajakPerasRakyat";ayo bayar pajak bangun pajakperasrakyat pajakperasrakyat;negative
"NIK Jadi NPWP, Semua Pemilik KTP Harus Bayar Pajak?

Tarif PPN Naik, Kemenkeu Bilang Orang RI Tidak akan Terbebaniâ€¦ https://t.co/sqUc0ZPKQT";"NIK Jadi NPWP, Semua Pemilik KTP Harus Bayar Pajak?

Tarif PPN Naik, Kemenkeu Bilang Orang RI Tidak akan Terbebani

Rakyat pun laksana sandwich or kanebo karena hutang ugal2an rezim ""orang baik"" ";positive
"Jangan dukung pemimpin berbohong...âœŠâœŠ
Biar berkurang siksa malaikat ..ðŸ˜ðŸ˜

Apalagi bohongin pajak....ðŸ”¨ðŸ”¨ðŸ”¨â€¦ https://t.co/QLVgZzCqjC";dukung pimpin bohong biar kurang siksa malaikat bohongin pajak;negative
"@_Wiwis_Kembali Orang bijak taat pajak.
Pajak besar, tapi kebijakan AMBYAR
#PajakPerasRakyat
#PajakPerasRakyat";orang bijak taat pajak pajak bijak ambyar pajakperasrakyat pajakperasrakyat;negative
"Pak Jokowi, Pengemplang Pajak Harusnya Dieksekusi Jangan Diampuni .
      Jangan omong doang mazzzâ€¦ https://t.co/owAbYb37to";"Pak Jokowi, Pengemplang Pajak Harusnya Dieksekusi Jangan Diampuni .
      Jangan omong doang mazzz 

#PajakPerasRakyat
#PajakPerasRakyat";negative
"#PajakPerasRakyat
#PajakPerasRakyat
Pro Kontra Aturan Baru Pajak di 2022, Siap-Siap Harga Barang Makin Mahal |â€¦ https://t.co/0z6txRAbwP";pajakperasrakyat pajakperasrakyat pro kontra atur pajak siap harga barang mahal;negative
"Rencana PPN Sembako Dinilai Bakal Menyengsarakan Petani Dan Nelayan 

Pastilah, 
Kondisi Sulit Begini Masih dibebanâ€¦ https://t.co/bXDRJAEyPT";rencana ppn sembako nilai sengsara tani nelayan kondisi sulit beban;negative
"RT @FikriAFD: Paling males dgn orang yg dibayar oleh pajak rakyat tapi merasa paling berkorban karena melakukan kewajibannya.

Rakyat benerâ€¦";males dengan orang yang bayar pajak rakyat korban wajib rakyat bener;negative
"Jadi.... Fix ya
Bgt punya KTP disitulah ada pajak yg harus dibayar

Akhirnya mengemis ke rakyat buat bâ€¦ https://t.co/1n6DVyIYnG";"Jadi.... Fix ya
Begitu punya KTP disitulah ada pajak yang harus dibayar

Akhirnya mengemis ke rakyat buat bayar hutang 

#PajakPerasRakyat 
#PajakPerasRakyat";negative
RT @KaumTabu: @Jazz_HRV Mereka kenyang makan pajak pantes aja pd makin gaya hidup mereka #PajakPerasRakyat pajaknya abnormal #PajakPerasRakâ€¦;kenyang makan pajak pantes aja pada gaya hidup pajakperasrakyat pajak abnormal pajakperasrakyat;negative
"Pajak = upeti..

Negara yg gunakan sistem pajak adalah negara perbudakan..

Rakyat diperbudak negara lewat pajak..â€¦ https://t.co/gu1xr1QvoS";"Pajak = upeti..

Negara yang gunakan sistem pajak adalah negara perbudakan..

Rakyat diperbudak negara lewat pajak..

Bertambah tambah perbudakan itu saat rezim gagal kelola sumber daya alam & potensi sumber daya lainnya sebagai instrumen utama pemasukan kas negara..
#PajakPerasRakyat";negative
"RT @DH4mdy: Pengusaha Gede Dapat Pembebasan Pajak, Untuk Nelayan Kecil Naik 400 Persen, Rizal Ramli: Kok Tega Banget Ya?
#PajakPerasRakyatâ€¦";usaha gede bebas pajak nelayan persen rizalramli tega banget ya pajakperasrakyat;negative
Rakyat saat ini disuruh untuk tepat waktu bayar pajak, tapi ada para pejabat malah ngemplang pajak dibiarkan bebasâ€¦ https://t.co/6byREGxomR;"Rakyat saat ini disuruh untuk tepat waktu bayar pajak, tapi ada para pejabat malah ngemplang pajak dibiarkan bebas berkeliaran bahkan disimpan hartanya di negara suaka pajak

#PajakPerasRakyat
#PajakPerasRakyat";negative
Para pejabat pengemplang pajak yang terdapat dalam Pandora paper tenang dan nyaman rakyat kecil dikemplang terus deâ€¦ https://t.co/RGTxjH7mxi;"Para pejabat pengemplang pajak yang terdapat dalam Pandora paper tenang dan nyaman rakyat kecil dikemplang terus dengan pajak

#PajakPerasRakyat
#PajakPerasRakyat";negative
@Jazz_HRV Mereka kenyang makan pajak pantes aja pd makin gaya hidup mereka #PajakPerasRakyat pajaknya abnormal #PajakPerasRakyat;kenyang makan pajak pantes aja pada gaya hidup pajakperasrakyat pajak abnormal pajakperasrakyat;negative
"Bismillah
ðŸŒ·ðŸ˜ŠðŸ˜ŠðŸŒ·

Rakyat menderita dibebani kenaikan pajak
Orang Kaya diberikan pengampunan pajak
Pejabat Korupsi hasâ€¦ https://t.co/CTvuhb0A1e";bismillah rakyat derita beban naik pajak orang kaya ampun pajak jabat korupsi;negative
"Mengapa orang kaya membeli mobil mewah bebas pajak, sedangkan rakyat terus dipersulit dgn beragam pajak yg mencekik?

#PajakPerasRakyat";orang kaya beli mobil mewah bebas pajak rakyat sulit dengan agam pajak yang cekik pajakperasrakyat;negative
"Orang kaya beli mobil mewah bebas Pajak.
Sedangkan Sembako utk Rakyat dipajakin.
Kurang Jenius apa cuba?
ðŸ˜€ðŸ˜€ðŸ˜€â€¦ https://t.co/2qVEnOHzLV";orang kaya beli mobil mewah bebas pajak sembako untuk rakyat dipajakin jenius coba;negative
"@ku_bersujud Untuk makan keluarga aj pake apa lg kl kena pajak 

#PajakPerasRakyat
#PajakPerasRakyat";makan keluarga aja pake lagi kalau kena pajak pajakperasrakyat pajakperasrakyat;negative
"https://t.co/mPOBLWdOmi
Kritik tajam pengesahan RUUHPP penghilangan sanksi pengemplang pajak
#PajakPerasRakyat
#PajakPerasRakyat";kritik tajam kesah ruuhpp hilang sanksi kemplang pajak pajakperasrakyat pajakperasrakyat;negative
"Selanjutnya, bagi pera penunggak pajak akan dikenakan â€œPengurangan denda penunggak,â€jelasnya.
#PajakPerasRakyat
#PajakPerasRakyat";pera tunggak pajak kena kurang denda tunggak pajakperasrakyat pajakperasrakyat;negative
Said menyebutkan bahwa RUU HPP tersebut adalah â€œPenghilangan sanksi pidana pengemplang pajak,â€ungkapnya,Â â€¦ https://t.co/fCU5VAStM5;"Said menyebutkan bahwa ruuhpp tersebut adalah “Penghilangan sanksi pidana pengemplang pajak,” ungkapnya, 
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Kritik Tajam atas Pengesahan RUU HPP, Said Didu: Penghilangan Sanksi Pidana Pengemplang Pajak !

#PajakPerasRakyat 
#PajakPerasRakyat";kritik tajam kesah ruuhpp said didu hilang sanksi pidana kemplang pajak pajakperasrakyat pajakperasrakyat;negative
"Salah satu tanda negara mau bangkrut, pajak digedein 

#PajakPerasRakyat";salah tanda negara bangkrut pajak digedein pajakperasrakyat;negative
"Pajak yg mencekik itu sama dgn upeti dzaman penjajahan...
#PajakPerasRakyat";pajak yang cekik dengan upeti dzaman jajah pajakperasrakyat;negative
"Inkonsistensi Jokowi ditax Amnesty Jilid II &amp; Kereta Cepat Telan APBN

Dlm waktu yg hampir berdekatan, Jokowi menguâ€¦ https://t.co/Xb88CLK5VA";"Inkonsistensi Jokowi ditaxamnesty jilidii & Kereta Cepat Telan APBN

Dalam waktu yang hampir berdekatan, Jokowi mengubah kebijakannya atas taxamnesty atau pengampunan pajak yang kini ada jilid 2 dan pendanaan proyek Kereta Cepat Jakarta - Bandung yang kini bisa dibiayai APBN.";negative
"Royalti Batu Bara dihapus, negara rugi 60T. 

Eh pajak untuk nelayan naik 400%.

@interaksiumat 

#interaksiumatâ€¦ https://t.co/Y9ugSf2mKk";royalti batu bara hapus negara rugi t eh pajak nelayan interaksiumat;negative
"Bismillah
ðŸŒ·ðŸ˜ŠðŸ˜ŠðŸŒ·

Pajak tuk mensejahterakan Rakyat
Bukan tuk menyengsarakan Rakyat

https://t.co/nNElxqvbFe

#PajakPerasRakyat";bismillah pajak tuk sejahtera rakyat tuk sengsara rakyat pajakperasrakyat;negative
"Gass..
Pengusaha Gede Dapat Pembebasan Pajak, Untuk Nelayan Kecil Naik 400 Persen, Rizal Ramli: Kok Tega Banget Ya?â€¦ https://t.co/ijct965tfx";"Gass..
Pengusaha Gede Dapat Pembebasan Pajak, Untuk Nelayan Kecil Naik 400 Persen, rizalramli: Kok Tega Banget Ya?
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Pajak untuk nelayan naik 400 persen,â€ kata Rizal Ramli
#PajakPerasRakyat
#PajakPerasRakyat
https://t.co/4YLdFSEjI4";pajak nelayan persen rizalramli pajakperasrakyat pajakperasrakyat;negative
"RT @ThiewLie_74: @Naaoolll Paraah... Ntar kalo mau melahirkan kena pajak pulak...

#PajakPerasRakyat
#PajakPerasRakyat";paraah ntar kalo lahir kena pajak pulak pajakperasrakyat pajakperasrakyat;negative
